observation_date,DGS5,change_in_yields_in_bps,Volatility
2023-12-14,3.90,-10.00,8.73198826428546
2023-12-15,3.91,1.00,8.65805432888387
2023-12-18,3.94,3.00,8.68660709697076
2023-12-19,3.94,0.00,8.69756397203372
2023-12-20,3.86,-8.00,8.783371735707137
2023-12-21,3.87,1.00,8.730079364718607
2023-12-22,3.87,0.00,8.686881187279166
2023-12-25,3.88,1.00,8.630786533710362
2023-12-26,3.89,1.00,8.463647755745349
2023-12-27,3.78,-11.00,8.553194891801706
2023-12-28,3.83,5.00,8.632993190578304
2023-12-29,3.84,1.00,8.300028686123689
2024-01-01,3.88,4.00,7.674013043413213
2024-01-02,3.93,5.00,7.4536664036662374
2024-01-03,3.90,-3.00,7.261444169624343
2024-01-04,3.97,7.00,7.470895911086277
2024-01-05,4.02,5.00,7.5734498649652915
2024-01-08,3.97,-5.00,6.972394546659394
2024-01-09,3.97,0.00,6.9594061049297355
2024-01-10,3.99,2.00,6.994896098482905
2024-01-11,3.90,-9.00,5.259458599694907
2024-01-12,3.84,-6.00,4.961278637033568
2024-01-15,3.90,6.00,5.14272486602375
2024-01-16,3.95,5.00,5.219925195596101
2024-01-17,4.02,7.00,5.435772166640081
2024-01-18,4.04,2.00,5.0920105487490295
2024-01-19,4.08,4.00,5.138093031466048
2024-01-22,4.03,-5.00,5.300044923439438
2024-01-23,4.06,3.00,5.32245915236288
2024-01-24,4.06,0.00,5.325589616362184
2024-01-25,4.01,-5.00,4.794838494722857
2024-01-26,4.04,3.00,4.732863826479688
2024-01-29,3.97,-7.00,5.044563315849945
2024-01-30,4.00,3.00,5.015689669142501
2024-01-31,3.91,-9.00,5.318879223151823
2024-02-01,3.80,-11.00,5.801888034244087
2024-02-02,3.99,19.00,7.034946779505595
2024-02-05,4.13,14.00,7.6001253122501025
2024-02-06,4.03,-10.00,7.855844048495723
2024-02-07,4.06,3.00,7.877635613376822
2024-02-08,4.12,6.00,7.965401373918267
2024-02-09,4.14,2.00,7.656929634557927
2024-02-12,4.13,-1.00,7.499841268161548
2024-02-13,4.31,18.00,8.285385871980798
2024-02-14,4.25,-6.00,8.42953989593399
2024-02-15,4.22,-3.00,8.381385270205577
2024-02-16,4.29,7.00,8.483036293798625
2024-02-19,4.27,-2.00,8.484720159821192
2024-02-20,4.25,-2.00,8.405213801422247
2024-02-21,4.30,5.00,8.43970209359142
2024-02-22,4.33,3.00,8.44477860658796
2024-02-23,4.28,-5.00,8.44477860658796
2024-02-26,4.29,1.00,8.435751582515023
2024-02-27,4.32,3.00,8.230026326405845
2024-02-28,4.26,-6.00,8.389903228910102
2024-02-29,4.26,0.00,8.064324728911485
2024-03-01,4.17,-9.00,7.917731757926392
2024-03-04,4.21,4.00,6.895478159462113
2024-03-05,4.13,-8.00,6.48845127900333
2024-03-06,4.12,-1.00,6.0792386741386295
2024-03-07,4.07,-5.00,6.160163881555343
2024-03-08,4.06,-1.00,6.00951626291881
2024-03-11,4.08,2.00,6.00951626291881
2024-03-12,4.15,7.00,6.212123323830278
2024-03-13,4.19,4.00,4.780914437337568
2024-03-14,4.29,10.00,5.134384555319625
2024-03-15,4.33,4.00,5.144113603129766
2024-03-18,4.36,3.00,4.963197893831484
2024-03-19,4.31,-5.00,5.075618658046002
2024-03-20,4.25,-6.00,5.234500931320954
2024-03-21,4.26,1.00,5.114870942839585
2024-03-22,4.20,-6.00,5.210337709555781
2024-03-25,4.23,3.00,5.166282627816265
2024-03-26,4.22,-1.00,5.160749299601103
2024-03-27,4.18,-4.00,5.160749299601103
2024-03-28,4.21,3.00,5.068577333974114
2024-03-29,4.28,7.00,5.309470424672892
2024-04-01,4.34,6.00,5.026122239053156
2024-04-02,4.35,1.00,4.973261840415532
2024-04-03,4.34,-1.00,4.5825756949558345
2024-04-04,4.30,-4.00,4.693460496112797
2024-04-05,4.38,8.00,4.739399198411621
2024-04-08,4.43,5.00,4.763452129545982
2024-04-09,4.37,-6.00,5.054465258325454
2024-04-10,4.61,24.00,6.9901290947953685
2024-04-11,4.61,0.00,6.992853494818832
2024-04-12,4.54,-7.00,7.004420373014795
2024-04-15,4.65,11.00,7.304923323478811
2024-04-16,4.69,4.00,7.318274581972367
2024-04-17,4.62,-7.00,7.420370931557581
2024-04-18,4.68,6.00,7.276511461381684
2024-04-19,4.66,-2.00,7.3273785346791085
2024-04-22,4.66,0.00,7.1177176652284215
2024-04-23,4.63,-3.00,7.2035044381520414
2024-04-24,4.64,1.00,7.176350047203659
2024-04-25,4.70,6.00,7.0895630868132296
2024-04-26,4.68,-2.00,7.154752000627007
2024-04-29,4.65,-3.00,7.154752000627006
2024-04-30,4.72,7.00,7.187621634581548
2024-05-01,4.64,-8.00,7.499841268161548
2024-05-02,4.57,-7.00,7.706521666126434
2024-05-03,4.48,-9.00,7.94534904384769
2024-05-06,4.48,0.00,7.775725352782512
2024-05-07,4.48,0.00,7.706521666126434
2024-05-08,4.50,2.00,7.579420759373305
2024-05-09,4.47,-3.00,5.388258840602713
2024-05-10,4.52,5.00,5.527851558891828
2024-05-13,4.50,-2.00,5.33496998697319
2024-05-14,4.46,-4.00,4.731857583494683
2024-05-15,4.35,-11.00,5.0742111749136924
2024-05-16,4.40,5.00,5.1134742639050215
2024-05-17,4.44,4.00,4.992852033514651
2024-05-20,4.46,2.00,5.034641898647708
2024-05-21,4.43,-3.00,5.048809383456276
2024-05-22,4.47,4.00,5.146889953212148
2024-05-23,4.52,5.00,5.287451451989211
2024-05-24,4.53,1.00,5.085460132761313
2024-05-27,4.54,1.00,5.092478113191385
2024-05-28,4.56,2.00,5.0948152917591445
2024-05-29,4.63,7.00,5.0948152917591445
2024-05-30,4.57,-6.00,4.963197893831485
2024-05-31,4.52,-5.00,4.846697451922923
2024-06-03,4.42,-10.00,4.941081431659033
2024-06-04,4.35,-7.00,5.152438165336776
2024-06-05,4.31,-4.00,5.2021058007219265
2024-06-06,4.29,-2.00,5.16720427310552
2024-06-07,4.46,17.00,6.461239745406372
2024-06-10,4.48,2.00,6.3766687825152655
2024-06-11,4.41,-7.00,6.538894620434161
2024-06-12,4.32,-9.00,6.762642481555067
2024-06-13,4.24,-8.00,6.5621570205157935
2024-06-14,4.22,-2.00,6.444266554742392
2024-06-17,4.30,8.00,6.650814486462036
2024-06-18,4.24,-6.00,6.7191977979234245
2024-06-19,4.25,1.00,6.717780245629607
2024-06-20,4.26,1.00,6.640783086353593
2024-06-21,4.26,0.00,6.503112807761845
2024-06-24,4.27,1.00,6.503112807761845
2024-06-25,4.25,-2.00,6.484413546930747
2024-06-26,4.32,7.00,6.702877846758912
2024-06-27,4.29,-3.00,6.445744258626695
2024-06-28,4.33,4.00,6.475227519444501
2024-07-01,4.44,11.00,6.924421928769145
2024-07-02,4.39,-5.00,6.657970518752046
2024-07-03,4.33,-6.00,6.6098771690914315
2024-07-04,4.28,-5.00,6.6429339473286495
2024-07-05,4.22,-6.00,6.755244875897047
2024-07-08,4.23,1.00,5.485478665574788
2024-07-09,4.24,1.00,5.4615539389967935
2024-07-10,4.24,0.00,5.2973488427613225
2024-07-11,4.13,-11.00,5.467218322920363
2024-07-12,4.10,-3.00,5.247221486971299
2024-07-15,4.13,3.00,5.2968993625651235
2024-07-16,4.09,-4.00,4.979959839195488
2024-07-17,4.07,-2.00,4.8540606467064995
2024-07-18,4.11,4.00,4.953113498935118
2024-07-19,4.16,5.00,5.095282598826557
2024-07-22,4.17,1.00,5.104619756371949
2024-07-23,4.15,-2.00,5.104619756371949
2024-07-24,4.12,-3.00,5.12324302055046
2024-07-25,4.13,1.00,4.8363701461401964
2024-07-26,4.06,-7.00,4.999047528327386
2024-07-29,4.05,-1.00,4.8614126890579135
2024-07-30,4.03,-2.00,3.9557071488697186
2024-07-31,3.97,-6.00,3.999999999999994
2024-08-01,3.84,-13.00,4.597100535482478
2024-08-02,3.62,-22.00,6.279217421667399
2024-08-05,3.62,0.00,6.279217421667399
2024-08-06,3.73,11.00,6.931638987109686
2024-08-07,3.79,6.00,7.136425675964921
2024-08-08,3.83,4.00,7.248973654774792
2024-08-09,3.80,-3.00,6.953930029640995
2024-08-12,3.75,-5.00,6.9880850977455395
2024-08-13,3.68,-7.00,6.994896098482906
2024-08-14,3.67,-1.00,6.985699678629189
2024-08-15,3.79,12.00,7.624521842931089
2024-08-16,3.77,-2.00,7.526461256634422
2024-08-19,3.75,-2.00,7.372083765640418
2024-08-20,3.70,-5.00,7.368207121849666
2024-08-21,3.64,-6.00,7.413308496018685
2024-08-22,3.72,8.00,7.7518047053880395
2024-08-23,3.65,-7.00,7.798351474144114
2024-08-26,3.66,1.00,7.7518047053880395
2024-08-27,3.66,0.00,7.760706889747311
2024-08-28,3.63,-3.00,7.764694211008966
2024-08-29,3.66,3.00,7.775725352782513
2024-08-30,3.71,5.00,7.426144292135659
2024-09-02,3.68,-3.00,5.631543812693433
2024-09-03,3.65,-3.00,5.677021351780475
2024-09-04,3.56,-9.00,5.437086054303788
2024-09-05,3.54,-2.00,5.211708430246721
2024-09-06,3.50,-4.00,5.10461975637195
2024-09-09,3.49,-1.00,5.095282598826559
2024-09-10,3.43,-6.00,5.134384555319628
2024-09-11,3.45,2.00,5.0289637292861995
2024-09-12,3.47,2.00,5.074211174913695
2024-09-13,3.43,-4.00,4.149010208987884
2024-09-16,3.41,-2.00,4.149010208987884
2024-09-17,3.44,3.00,4.273394992497738
2024-09-18,3.47,3.00,4.3000553706291
2024-09-19,3.49,2.00,4.196937659089743
2024-09-20,3.48,-1.00,3.691689508689944
2024-09-23,3.51,3.00,3.540244812627131
2024-09-24,3.47,-4.00,3.5903309304959854
2024-09-25,3.52,5.00,3.812260921465543
2024-09-26,3.55,3.00,3.853260833063216
2024-09-27,3.50,-5.00,3.897496143741026
2024-09-30,3.58,8.00,4.165047304367506
2024-10-01,3.51,-7.00,4.365994132142729
2024-10-02,3.55,4.00,4.456669694054602
2024-10-03,3.62,7.00,4.2911869819766295
2024-10-04,3.81,19.00,5.883390664768548
2024-10-07,3.86,5.00,5.806400409400449
2024-10-08,3.86,0.00,5.787095661078722
2024-10-09,3.91,5.00,5.54204706893452
2024-10-10,3.91,0.00,5.56434225779694
2024-10-11,3.88,-3.00,5.678698710762795
2024-10-14,3.87,-1.00,5.557920131710798
2024-10-15,3.86,-1.00,5.52526663868554
2024-10-16,3.84,-2.00,5.5937890727552615
2024-10-17,3.90,6.00,5.66106165375533
2024-10-18,3.88,-2.00,5.729622276256212
2024-10-21,3.98,10.00,5.953790309342363
2024-10-22,4.00,2.00,5.952590472502986
2024-10-23,4.05,5.00,5.79572913363592
2024-10-24,4.03,-2.00,5.861496639693897
2024-10-25,4.07,4.00,5.87042628451331
2024-10-28,4.11,4.00,5.6205405603443666
2024-10-29,4.11,0.00,5.528282261417623
2024-10-30,4.14,3.00,5.079370039680116
2024-10-31,4.15,1.00,5.092010548749031
2024-11-01,4.22,7.00,5.092010548749031
2024-11-04,4.17,-5.00,3.822863549001676
2024-11-05,4.16,-1.00,3.789082059964238
2024-11-06,4.27,11.00,4.306694677780052
2024-11-07,4.17,-10.00,4.968951216351008
2024-11-08,4.20,3.00,4.974697885059857
2024-11-11,4.26,6.00,4.966075388262318
2024-11-12,4.32,6.00,5.002856326996749
2024-11-13,4.30,-2.00,5.038896326625124
2024-11-14,4.32,2.00,4.951190333069987
2024-11-15,4.30,-2.00,4.958878521447784
2024-11-18,4.28,-2.00,4.958878521447784
2024-11-19,4.25,-3.00,4.702582876918352
2024-11-20,4.28,3.00,4.715223571935195
2024-11-21,4.30,2.00,4.643479811725763
2024-11-22,4.30,0.00,4.595028369257983
2024-11-25,4.17,-13.00,5.501082144624339
2024-11-26,4.17,0.00,5.441900928378399
2024-11-27,4.11,-6.00,5.612486080160909
2024-11-28,4.08,-3.00,5.604844843016234
2024-11-29,4.05,-3.00,5.626891216462668
2024-12-02,4.08,3.00,5.4252496102329975
2024-12-03,4.11,3.00,5.386491039098243
2024-12-04,4.07,-4.00,5.445837204428976
2024-12-05,4.07,0.00,4.779918309722353
2024-12-06,4.03,-4.00,4.374166587286461
2024-12-09,4.07,4.00,4.421268940883262
2024-12-10,4.09,2.00,4.202606900711118
2024-12-11,4.13,4.00,4.060846733192
2024-12-12,4.18,5.00,4.249369701160727
2024-12-13,4.25,7.00,4.531372124791043
2024-12-16,4.25,0.00,4.5155814897392945
2024-12-17,4.26,1.00,4.5044951093853065
2024-12-18,4.40,14.00,5.395765535518168
2024-12-19,4.43,3.00,5.395765535518168
2024-12-20,4.37,-6.00,5.579725202313577
2024-12-23,4.44,7.00,5.764835932906789
2024-12-24,4.43,-1.00,4.867286327151522
2024-12-25,4.42,-1.00,4.884864866289007
2024-12-26,4.42,0.00,4.61106330057447
